Crop,N (Nitrogen),P (Phosphorus),K (Potassium),Temperature (°C),Humidity (%),pH,Rainfall (mm),Waste Type
Wheat,2.039391961855244,0.3838221568875263,1.9558486132128827,21.413404378798813,75.47413361891141,6.3,161.71955147845398,Wheat Straw Wheat Chaff
Apple,0.9751127616817894,0.13036253997748404,0.9240319519477692,19.898206756129717,67.91781924443976,7.4,136.04339648615678,Apple Waste Apple Leaves
Watermelon,1.3845673276221966,0.3142705170736841,1.6413376043396382,22.9218261793173,83.85792554821376,6.3,209.33303200042116,Watermelon Rinds Watermelon Waste
Pomegranate,1.1172899717231144,0.1742231120857614,0.8691167561611888,24.89876235772867,64.1111648630085,6.9,170.35526267992836,Pomegranate Peel Pomegranate Waste
Jute,2.6488363378050632,0.13973267415408258,1.8643747808258933,24.327278660383858,83.64839674350257,7.0,168.62163239905706,Jute Stems Jute Waste
Apple,0.6586194106379598,0.23805667259322166,0.651079124757937,20.260777419431765,68.08367581521114,7.3,154.7794124010471,Apple Waste Apple Leaves
Mango,1.5387537059287266,0.3075807252313979,1.0735865864831389,29.34386648171911,78.27161695316464,7.1,218.43714966702083,Mango Leaves Mango Seed Husks
Jute,2.640959671461591,0.17290663400966716,1.3819522709011727,24.8684415534685,81.64791976631798,7.3,186.30484267553533,Jute Stems Jute Waste
Papaya,1.5554541017420978,0.3622336728242388,1.0863169697601618,24.080709385137347,83.2531978885796,7.1,230.66626861002868,Papaya Leaves Papaya Fruit Waste
Banana,1.3339175906848937,0.2897680459624762,0.9134030771680036,27.23482391287603,75.76489572765092,6.3,180.8534526785262,Banana Leaves Banana Pseudostems
Rice,1.2384666732871215,0.22959471776080415,0.9133758257647441,18.966696342187895,79.67293609429578,6.2,204.08938578570644,Rice Straw Rice Husk
Jute,2.7774890537337162,0.16213623147227868,1.6591048676004159,23.733964602164505,83.71600124570163,7.1,161.30745948395983,Jute Stems Jute Waste
Orange,1.6995642541203095,0.23348977754800107,0.9317749854752139,24.50310490430749,69.1197084985874,7.1,196.01274547236528,Orange Peel Orange Waste
Wheat,2.292831119179559,0.2470364617578311,1.5390111104112414,20.737634026512115,78.95969512585476,6.7,131.0653151175817,Wheat Straw Wheat Chaff
Soybean,2.2328083648944332,0.4801693672693272,1.7257340471837566,25.831162925404637,82.4832559974978,6.9,232.4597543342045,Soybean Stalks Soybean Hulls
Lentil,2.0738409740983395,0.20742854017482698,1.3148249807317962,25.141765101292282,70.98435565798998,5.6,177.68900337755602,Lentil Straw Lentil Hulls
Blackgram,2.1551775155111184,0.2858544030141914,1.9130570181755358,23.66978529312314,78.30257541386034,5.9,161.47105425595896,Blackgram Straw Blackgram Waste
Wheat,2.296657883873435,0.31715051818557477,1.8544101926687424,20.301574148235424,72.3367685426506,6.0,136.01333146177242,Wheat Straw Wheat Chaff
Rice,1.2877051170951566,0.25520747492264173,1.4600373857712639,19.31266574769938,84.50583719650085,6.1,193.8022021440387,Rice Straw Rice Husk
Blackgram,2.2486325226884922,0.26026920091259625,1.4135824428460522,24.358048715054583,81.0327594625946,6.4,164.1115820570926,Blackgram Straw Blackgram Waste
Mango,1.7089716710708922,0.2962564511299152,1.4277033967142838,26.16407667521883,78.59381870319274,7.2,205.96505135371035,Mango Leaves Mango Seed Husks
Watermelon,0.8760104894588421,0.26495381756623637,1.1847060599012806,24.10541747486887,86.42725967600762,6.0,192.33061807305822,Watermelon Rinds Watermelon Waste
Papaya,1.591298896096385,0.27378132632118407,1.332753876517011,27.298781341545908,82.44998130738736,6.9,238.7949277693565,Papaya Leaves Papaya Fruit Waste
Soybean,2.192156164010528,0.39144623328058387,2.2438064276249183,24.325441811442513,80.21545264053377,6.2,224.06536024429496,Soybean Stalks Soybean Hulls
Rice,1.2706022193865336,0.2662143993121786,1.4718271602246669,19.291274164942216,82.68501849169375,6.7,188.5571422557759,Rice Straw Rice Husk
Watermelon,1.0069608865100173,0.38058729373871825,1.5979237852934776,21.55398070345074,87.93836906611841,6.0,215.80791946427033,Watermelon Rinds Watermelon Waste
Rice,1.3149951624394878,0.2529032818548438,0.864885634015896,19.800900933658998,81.82439401002219,6.5,183.4106194039571,Rice Straw Rice Husk
Grapes,1.4009010120470269,0.198073942030414,0.8236116712831454,24.296976493784246,70.05349399118359,6.1,164.06359634946148,Grapevine Pruning Grapes Skins
Watermelon,1.2883946565250786,0.3975221475542138,1.1739008365480594,24.226459031591556,83.21491235622243,6.6,217.20111361541893,Watermelon Rinds Watermelon Waste
Cotton,2.2404249558019607,0.4682940467093928,1.1662864633029213,25.128530054880788,80.57124607540925,6.4,165.25059524040205,Cotton Stalks Cottonseed Hulls
Papaya,1.7492965355942882,0.3061843734927677,1.193162735064975,25.23684441401306,82.11822013852988,6.6,221.22226044598656,Papaya Leaves Papaya Fruit Waste
Cotton,1.7958584809382092,0.31670980038805485,1.1562306273431586,22.902384770507112,83.87479586690478,6.2,197.9728629851386,Cotton Stalks Cottonseed Hulls
Chickpea,2.677784364387365,0.38555509487544914,2.0060239845845738,22.608730333068536,79.77157947075426,6.9,213.67501296474023,Chickpea Stalks Chickpea Hulls
Chickpea,2.110102966793853,0.40556172024178294,1.8366661610589436,25.241438012980048,73.10767119830714,6.6,199.190908416499,Chickpea Stalks Chickpea Hulls
Lentil,1.8787957100456898,0.3175508949837085,1.126510947439666,22.28697388653522,78.0338816187723,5.6,186.11784022327998,Lentil Straw Lentil Hulls
Mango,1.7319559440292718,0.2222107784897881,1.1929785145171814,29.148720872326244,81.41755008636837,7.2,215.42612810153253,Mango Leaves Mango Seed Husks
Mango,1.6363516617010188,0.20412450546153288,1.5037373251243311,27.309252944230337,80.58320270886439,6.8,208.68185667850952,Mango Leaves Mango Seed Husks
Maize,1.58067468439693,0.28441962569543,1.6579435110458507,23.433319399128994,76.7605494388711,7.0,195.83755319479806,Corn Stover Corn Cobs Corn Leaves
Papaya,1.6707954579809658,0.23848197414199043,1.5593017992238396,24.27021802607417,80.62612083077599,6.3,200.03276488078603,Papaya Leaves Papaya Fruit Waste
Rice,1.3136976467179675,0.3328331584584465,1.208289191996207,19.30550947279713,84.71592820834309,6.5,213.45102175731213,Rice Straw Rice Husk
Maize,1.8687163585796052,0.2300853116561229,2.0587103271673675,21.242841457661324,79.35782311502567,6.2,195.51149526420303,Corn Stover Corn Cobs Corn Leaves
Watermelon,1.264311717762766,0.23434948491256588,1.2367781869369159,20.86974945885232,84.38315432690489,6.7,195.6697878490144,Watermelon Rinds Watermelon Waste
Wheat,2.1666802501894393,0.2139037930060198,1.468720162654385,22.865963668173922,70.47812440820378,6.1,161.52116333453725,Wheat Straw Wheat Chaff
Pomegranate,1.4759093442311455,0.23560599299042156,1.0519734963737095,25.415502487590594,63.523292968983164,7.5,157.58431836676522,Pomegranate Peel Pomegranate Waste
Coffee,1.1740565708515982,0.03300923334629513,0.8867247515470877,26.52993847560384,80.80394737921623,5.9,258.1854551724828,Coffee Pulp Coffee Husk
Maize,2.0549730642415565,0.23182489132568407,2.3189002648386685,23.75377745380608,79.51683444093594,6.5,209.6339726986561,Corn Stover Corn Cobs Corn Leaves
Cotton,1.9561003823219798,0.49010588039062397,1.8340107536362498,24.578361024006686,85.44003031065688,6.5,171.19010156074881,Cotton Stalks Cottonseed Hulls
Lentil,2.186249390684953,0.23203867719777307,1.3617322084014045,22.914126459253577,78.87009394871144,6.2,188.1129169425413,Lentil Straw Lentil Hulls
Watermelon,1.1799498081224802,0.22398560867998263,1.500930271027423,20.51787505311441,89.55443826756772,6.0,205.76690714250586,Watermelon Rinds Watermelon Waste
Jute,2.6442245171954513,0.2810702731129662,1.9221737869756366,24.23455732460774,75.63604439340419,7.3,164.34329858171517,Jute Stems Jute Waste
Papaya,1.5819847697902458,0.2471478184631537,1.562810010142822,26.632079212530382,84.32040149506311,6.5,215.22759995682088,Papaya Leaves Papaya Fruit Waste
Grapes,1.000330443981837,0.22065365461796493,1.0435346551313247,22.062156221293364,74.59585180644095,6.5,181.29060799222208,Grapevine Pruning Grapes Skins
Watermelon,1.1075449374909694,0.28102350367527207,1.38316827054916,21.42616999051613,81.20115192636544,6.5,226.2365366959736,Watermelon Rinds Watermelon Waste
Banana,1.271928445088127,0.13000724117175502,0.955751871842065,28.823024100495804,71.96950975531388,6.2,215.9245570119965,Banana Leaves Banana Pseudostems
Coffee,0.8009094309005699,0.03447297731581905,1.006323026322018,23.518773578748643,88.60264356669884,6.5,225.76678679491417,Coffee Pulp Coffee Husk
Jute,2.4929474989809552,0.11229559829811714,1.2843288410861666,22.81430821703589,78.43541977738616,7.4,188.81250282705193,Jute Stems Jute Waste
Blackgram,2.299127093303738,0.35359060753555305,1.6411819697022696,23.484938938755786,83.82766256751219,6.6,153.97398144185573,Blackgram Straw Blackgram Waste
Maize,1.8955093630570645,0.15547394511170842,1.7484567866849519,23.87210657849742,76.51541521459006,6.7,190.54900795830162,Corn Stover Corn Cobs Corn Leaves
Lentil,1.9015666648600584,0.3963768651213426,1.1371446897297353,25.854419452275692,78.47993306773836,6.0,185.2599399766558,Lentil Straw Lentil Hulls
Rice,1.4860218107568528,0.3737188791576248,1.0245862832017543,19.112153476080433,85.85608960334557,6.2,217.21515712147425,Rice Straw Rice Husk
Pomegranate,1.53081886614684,0.15200554745771944,1.4742537105130542,28.447922001631913,65.80732602180669,7.1,178.4651267102846,Pomegranate Peel Pomegranate Waste
Coffee,1.2940128208055315,0.14203635201421966,1.088538759215438,25.353813373432956,85.22277310512274,6.6,241.27252629098885,Coffee Pulp Coffee Husk
Soybean,1.921378479212272,0.49850797110841827,2.2819848257066795,23.74778252785653,75.72148859343453,6.2,234.38747543910904,Soybean Stalks Soybean Hulls
Watermelon,1.2251284995512166,0.3173059096801306,0.9644456201518583,23.924136955361664,86.32444695647094,6.2,228.7773404940993,Watermelon Rinds Watermelon Waste
Jute,2.574372408618302,0.12172169015026167,1.5192874901124465,23.463217583563562,75.60752788788763,7.0,185.28125757116564,Jute Stems Jute Waste
Mango,1.4341548139464568,0.3138475571190372,1.570114424889465,28.585447060469853,79.1849829022994,7.2,217.10923947500572,Mango Leaves Mango Seed Husks
Apple,0.9259078775496886,0.26083241945763747,1.146292243631799,20.09737599629533,66.75706408399974,7.4,142.2021154892768,Apple Waste Apple Leaves
Rice,1.468696581884775,0.29974850051320967,0.9496242387796778,19.106667830587227,79.24203395730058,6.4,212.3878398932301,Rice Straw Rice Husk
Cotton,1.8779319145618827,0.4076901497888714,1.5209090681600321,25.435369802320043,83.23190746517744,6.4,185.72141720872816,Cotton Stalks Cottonseed Hulls
Pomegranate,1.4711147146550976,0.2568733062030986,1.0418891515204107,25.34963689557043,62.19634732743419,7.3,142.74352977286344,Pomegranate Peel Pomegranate Waste
Rice,1.6922818548277716,0.22482736261577488,1.3332758848249981,22.67738118950195,81.03308584712931,6.8,220.96832922690632,Rice Straw Rice Husk
Soybean,2.2404315973577433,0.4247621907149973,1.6028142628671707,24.776793096836105,80.574537892173,6.4,223.3041428843564,Soybean Stalks Soybean Hulls
Mango,1.3100022554651505,0.37106151782095087,1.1118364585017921,26.38101297145721,81.63069850772986,7.2,213.01600730723834,Mango Leaves Mango Seed Husks
Cotton,1.7676381503968526,0.44247699890049713,1.2188927737309898,25.38038643285757,83.05216379363823,6.5,161.90287480255364,Cotton Stalks Cottonseed Hulls
Banana,1.6033563143684448,0.2512356217950652,1.2473132722643618,28.322029141029958,73.65521623361285,6.1,183.05077998791776,Banana Leaves Banana Pseudostems
Soybean,2.3399517122312186,0.35182247254656,1.7332106831835998,25.565052905048198,81.38832034289301,6.6,231.85091989718592,Soybean Stalks Soybean Hulls
Soybean,2.4175771908605617,0.45151764392257093,2.067745055910051,26.41086734854389,75.74512592270985,6.1,215.31915770994837,Soybean Stalks Soybean Hulls
Mango,1.5247373333095355,0.2821363999368687,1.1478253387316608,27.339385672622313,78.16626690686499,6.4,201.6861508448375,Mango Leaves Mango Seed Husks
Rice,1.3558262257311187,0.39335950312703793,1.0357472737721594,19.570852227635132,77.9346270187018,6.5,213.76729424097937,Rice Straw Rice Husk
Blackgram,2.013562819848682,0.28459895123749757,1.9636890372261435,21.98589078487038,82.97736587614514,6.8,151.17114098450378,Blackgram Straw Blackgram Waste
Coffee,1.0640740592177562,0.13831144231923725,0.9935952611860084,23.678705689168858,86.42659539952865,6.7,231.7870342809493,Coffee Pulp Coffee Husk
Grapes,1.22694819534218,0.28608609553977704,1.1104987231025263,21.304190921302954,71.70037361655397,6.2,198.34487551898982,Grapevine Pruning Grapes Skins
Orange,1.5176762230679657,0.23399371653440823,1.034615617434252,25.13370875066041,66.44000313660193,6.3,175.9194862137456,Orange Peel Orange Waste
Rice,1.5922278186035759,0.34604926593673935,0.937439082321819,20.43078646290121,82.82513277324855,6.1,213.81870399963364,Rice Straw Rice Husk
Mango,1.560636368574812,0.28736370663681365,1.5929613344962097,28.253919807065856,79.82504847891308,7.1,204.05920985658307,Mango Leaves Mango Seed Husks
Orange,1.58589074869997,0.10619592206801619,1.090793371226832,22.17941413485971,66.89334174845038,6.7,169.93765615427785,Orange Peel Orange Waste
Lentil,2.3280045575966084,0.34379467711650424,1.74378699489404,25.325579890171788,78.15760255559434,6.4,180.60324594477825,Lentil Straw Lentil Hulls
Grapes,0.9686968321799512,0.2953954096195031,0.8023155684673874,23.741510334732375,74.11313255228785,6.3,175.69471384457574,Grapevine Pruning Grapes Skins
Soybean,2.449296659219731,0.3340688591506334,1.6165451612208799,24.722495155148167,76.26840831793322,6.9,238.7321052892181,Soybean Stalks Soybean Hulls
Orange,1.1193047965181315,0.12406370011409679,0.8144381260554929,24.185126176185054,72.82535576335356,6.5,168.80721143057366,Orange Peel Orange Waste
Banana,1.6580273907760599,0.25669983169501015,1.3070028276120516,26.28904099018288,72.043541711227,6.0,198.14506025000986,Banana Leaves Banana Pseudostems
Chickpea,2.238213845636183,0.303268362650229,2.131946291272356,22.829038066019546,76.85669769555196,6.3,181.8170333608022,Chickpea Stalks Chickpea Hulls
Banana,1.647879890888654,0.14641091257849537,1.3451507103477554,26.994307136252434,71.57254826809866,6.4,212.7011860228734,Banana Leaves Banana Pseudostems
Mango,1.5956799162333155,0.22283576207005398,1.6797157164402963,29.7324581511427,82.95575191989153,6.8,210.07394984030574,Mango Leaves Mango Seed Husks
Lentil,2.3207972113001056,0.2903340337589626,1.4765479453530737,22.12593028806459,78.95218487345689,6.1,152.10052507961308,Lentil Straw Lentil Hulls
Jute,2.749809589609329,0.2684907866302523,1.9766915454375906,22.315493176549992,83.56682394748815,7.0,197.35988832566048,Jute Stems Jute Waste
Grapes,1.3399739217658813,0.21019653099407887,1.1499279077414633,21.8364856592285,68.84815024042139,6.5,172.55617188511673,Grapevine Pruning Grapes Skins
Lentil,1.9900534348383432,0.21204268935294446,1.6981964678994936,25.013168634646664,71.2784920703099,6.0,186.62099117868505,Lentil Straw Lentil Hulls
Wheat,2.0038508295965873,0.386168920997757,1.6761043847213386,23.235117415274853,72.08110768731936,6.0,137.1177156247926,Wheat Straw Wheat Chaff
Blackgram,1.999486608684622,0.2410808798278288,1.8726530888129673,24.903228958505405,75.39688087802256,6.3,154.96332386829042,Blackgram Straw Blackgram Waste
Cotton,1.7505474428919514,0.3139290910606009,1.8346869897687834,22.483798585147934,80.09574247164619,6.1,185.50583966036817,Cotton Stalks Cottonseed Hulls
Pomegranate,1.1260764522680349,0.16498916050316204,1.038776046971271,28.000967062087387,63.637947556220624,7.5,143.85043352004894,Pomegranate Peel Pomegranate Waste
Watermelon,1.2509473625295273,0.3305614335265296,1.4860817681353877,21.070015058457503,86.2745400431474,6.8,225.8459761080902,Watermelon Rinds Watermelon Waste
Cotton,2.0539875347645946,0.41725009586445655,1.420500687627312,23.396181997162262,80.64409488288864,6.3,165.06215381408902,Cotton Stalks Cottonseed Hulls
Pomegranate,1.1188746489443115,0.1569557220313148,1.5185015742682304,25.19652758668841,66.2656955806421,7.3,175.53241961570131,Pomegranate Peel Pomegranate Waste
Pomegranate,1.4726666558637624,0.18063116860817474,1.2007164375851547,26.5348622898491,60.8648868436736,7.7,162.33824828018462,Pomegranate Peel Pomegranate Waste
Grapes,1.2992049403982673,0.2293840256082948,1.3132174216533317,22.440803380025088,66.17621221698924,6.7,164.98204011102143,Grapevine Pruning Grapes Skins
Mango,1.621162155798669,0.2718455564254668,1.5761700111761927,29.426625929534,77.8428849048854,6.7,200.79928882910923,Mango Leaves Mango Seed Husks
Papaya,1.5067213263503119,0.21561254373270633,1.244018965329349,24.207117926695833,81.17734844433093,6.9,235.48872740299723,Papaya Leaves Papaya Fruit Waste
Rice,1.6816247172437495,0.20986440244778126,1.3825940500943075,19.780298998022932,80.23505568889517,6.4,182.95926895500472,Rice Straw Rice Husk
Papaya,1.4812569650144547,0.22053633216212998,1.118350356787272,25.307653883890595,76.5365994099181,7.0,208.29675360901177,Papaya Leaves Papaya Fruit Waste
Mango,1.625065558564013,0.2863092559688395,1.6198374982813113,28.036425928676522,77.78643731711294,7.1,237.54142569246426,Mango Leaves Mango Seed Husks
Soybean,2.0520259412951978,0.3947162839142655,1.606598458595588,26.15259253802338,82.22993208395485,6.3,245.6333824349788,Soybean Stalks Soybean Hulls
Coffee,0.7912091105646919,0.18879175258761216,1.055779327551245,24.338174694786,89.16933561694759,6.6,230.68151627666168,Coffee Pulp Coffee Husk
Blackgram,2.0187801484500856,0.39767117146238123,1.7565033770979752,23.479484172396003,82.66018065948964,5.9,153.3398551688951,Blackgram Straw Blackgram Waste
Banana,1.5078005768134084,0.17005289691757178,1.3820471843517428,28.183670687035367,71.88905092755839,6.5,202.0273164848611,Banana Leaves Banana Pseudostems
Wheat,2.202220677700419,0.3005934549804046,2.059832447570776,20.364076190539883,78.48991307036025,6.4,169.60712118987493,Wheat Straw Wheat Chaff
Banana,1.115215722116559,0.11079175048189004,0.8383883544566536,26.71424841905662,73.25089206147138,6.5,197.8804695456509,Banana Leaves Banana Pseudostems
Rice,1.4388122155010916,0.25506135058860474,1.2219481054676624,22.62449824938783,77.19282352686352,6.2,184.9524635505055,Rice Straw Rice Husk
Rice,1.40987450481189,0.26287488708653983,1.0122003735365448,21.612282326146506,80.81202544698164,7.0,204.25036785813865,Rice Straw Rice Husk
Jute,2.667051119210628,0.17624837589504472,1.3106162578651561,24.21119367091593,75.68825682830513,7.2,197.0606280935686,Jute Stems Jute Waste
Watermelon,0.8646802331457328,0.31610812994651794,1.22540653501341,22.02629465875239,83.82900173801514,6.8,211.0663647445362,Watermelon Rinds Watermelon Waste
Lentil,2.1061656891262164,0.2925901676871767,1.4946478593782353,25.114617620055075,78.43086926643065,5.8,165.00805105249668,Lentil Straw Lentil Hulls
Watermelon,0.9448978340479677,0.26348228216030756,1.2860685791079125,22.747123488189523,86.61231365125877,6.6,207.7662231804459,Watermelon Rinds Watermelon Waste
Jute,2.410638570200752,0.2818211555561531,1.7303344244613863,21.627460830924658,81.47187655128172,7.2,174.5352893566055,Jute Stems Jute Waste
Mango,1.536971237396762,0.2848761815643821,1.2747113833083192,29.409693506568804,80.91300105607019,7.0,215.9037483119473,Mango Leaves Mango Seed Husks
Cotton,2.071585919959393,0.39487225694082345,1.1477739521450208,25.05851108860928,85.82916531118924,5.6,188.70331921331442,Cotton Stalks Cottonseed Hulls
Papaya,1.403685299621782,0.33317555557306966,1.3517714307297966,26.52125417761058,82.72328649725533,6.2,223.8645692017581,Papaya Leaves Papaya Fruit Waste
Papaya,1.8305264689339458,0.2278998618968531,1.2719939788038785,24.10483512971184,81.58959064358943,6.2,237.34074602291287,Papaya Leaves Papaya Fruit Waste
Watermelon,1.292695862895236,0.3966481514068504,1.5358234848927943,24.280593056817764,86.8859625924483,5.9,193.78117015103598,Watermelon Rinds Watermelon Waste
Coffee,0.9939983412425601,0.06706978700680177,0.6379824121795099,26.425632933650398,85.3382012204044,6.4,233.9696821936984,Coffee Pulp Coffee Husk
Cotton,2.2687362716520076,0.32087866624835526,1.4996584701635878,23.519922618277633,89.94869992908087,5.8,188.11215264600008,Cotton Stalks Cottonseed Hulls
Watermelon,1.0081296326388642,0.24377840275079538,1.0855769156068902,21.045597762702428,85.94079360204294,6.0,199.3473909398818,Watermelon Rinds Watermelon Waste
Blackgram,1.96537225056267,0.39906431671758735,1.826870698548603,21.415462680638974,83.25715318106995,6.8,168.03868553945523,Blackgram Straw Blackgram Waste
Maize,1.711207577161368,0.2279403052662975,1.9440970637213242,23.512604393022883,77.71707140634201,7.0,198.65460167403077,Corn Stover Corn Cobs Corn Leaves
Jute,2.4885908623303012,0.14251711776767095,1.7494204134139204,23.91750948893308,75.05041215792764,6.7,186.43323980238986,Jute Stems Jute Waste
Chickpea,2.4727984028420407,0.48099637019536223,2.356509767385353,26.3986882020361,78.92137871356414,6.9,210.84412886215898,Chickpea Stalks Chickpea Hulls
Chickpea,2.2801828778799744,0.31303920789388207,2.373704896086962,24.399274756654087,79.12106123562128,6.3,213.2653190261875,Chickpea Stalks Chickpea Hulls
Jute,2.632521768727951,0.22051920748356146,1.6813368614882416,24.902466199333425,80.88281845407471,7.0,179.2185063500025,Jute Stems Jute Waste
Wheat,2.1303050458264288,0.2764115303458051,1.9919831631494826,21.333233888627184,73.84180270664535,6.5,140.95741993453223,Wheat Straw Wheat Chaff
Apple,0.713311284930342,0.1594891522112547,1.2264193604787583,19.873128730347815,60.85813852246807,7.0,139.94712826249702,Apple Waste Apple Leaves
Jute,2.7914465749280954,0.24960355521118172,1.2918907134363844,23.124971687005864,78.53940819444274,6.5,173.7435783441256,Jute Stems Jute Waste
Watermelon,1.085519092073537,0.23414888274860887,1.1183866300522083,21.652587048668707,83.52060770047365,6.0,229.7527375136948,Watermelon Rinds Watermelon Waste
Grapes,1.4912602705194387,0.16652962904164484,1.0455903693857302,23.847894174350827,74.38119803992949,6.4,187.8916104724746,Grapevine Pruning Grapes Skins
Maize,1.7550284317145444,0.26071153065985875,2.1716255179625144,21.2537759276957,76.31602349644596,6.9,212.1266735700002,Corn Stover Corn Cobs Corn Leaves
Mango,1.415288608469745,0.33419226488569587,0.9833024002935753,28.582279886531836,84.72251343190658,7.2,226.20820319798747,Mango Leaves Mango Seed Husks
Maize,1.8994516759135416,0.19634922807122232,1.9375128643813118,23.598886545494295,83.69458365678544,7.0,198.4220365793671,Corn Stover Corn Cobs Corn Leaves
Chickpea,2.1964172151692045,0.47602726793301664,2.0393611679915233,23.69691888125738,78.58723769587624,6.2,186.3518700612937,Chickpea Stalks Chickpea Hulls
Lentil,1.9450756331573515,0.39070824239127777,1.7212662693592042,25.87526856585327,78.07860501560364,6.3,174.2443635737082,Lentil Straw Lentil Hulls
Mango,1.5262035079938376,0.3044760840474917,1.1680374073860467,26.554276000026643,81.71265901052197,6.4,238.73733017048755,Mango Leaves Mango Seed Husks
Wheat,2.006394839254034,0.2329222091394761,2.146758664944196,20.29128179320134,73.59527263365761,6.0,143.46188975192683,Wheat Straw Wheat Chaff
Banana,1.222114682109446,0.1498043080941313,1.256239223892667,26.876797958307122,77.89261615714227,6.3,194.61466274850878,Banana Leaves Banana Pseudostems
Apple,1.172700780182413,0.12292269004834039,0.6485450160095676,19.148297618754697,68.47315377397041,7.1,155.48989615024263,Apple Waste Apple Leaves
Chickpea,2.344267937701102,0.4692375240890099,1.692027145344059,22.848615987113092,77.03024931786751,6.9,202.63755708422903,Chickpea Stalks Chickpea Hulls
Orange,1.2722266804032412,0.2272506940683263,1.4170996752665022,25.417423617881067,66.18851508734538,6.5,168.9779705106845,Orange Peel Orange Waste
Blackgram,2.008997092082216,0.39475946419786634,1.6652356506300408,24.6174922863145,79.63364211299496,6.2,160.1993512590636,Blackgram Straw Blackgram Waste
Rice,1.5068017723975589,0.3135461243559823,1.165477607406841,20.848109828255627,86.72400488956953,6.8,193.2334717683861,Rice Straw Rice Husk
Banana,1.591457561460866,0.21204254789612115,1.2524992315973205,27.441508099033662,79.16728729497214,5.9,183.63219535709226,Banana Leaves Banana Pseudostems
Coffee,1.0696970445767309,0.11295568172554148,0.633839674947716,23.579504456095506,88.8515290573644,6.3,243.49038627153737,Coffee Pulp Coffee Husk
Coffee,1.0246358419430148,0.1499877522535101,0.6751831710594163,24.66263873390687,88.924908832303,6.2,234.71992131581644,Coffee Pulp Coffee Husk
Papaya,1.4453566256438557,0.3307011106724981,1.1929728931439247,26.538058513407947,77.6454050805839,6.4,227.26398892760582,Papaya Leaves Papaya Fruit Waste
Grapes,1.2370703845828586,0.10086309789938673,1.0149082612215088,22.456364201926657,72.76892845507327,6.4,183.26618829785374,Grapevine Pruning Grapes Skins
Wheat,2.144694580244755,0.20982326792020722,2.106557546699844,19.875178326692478,72.66171069945314,6.8,139.53089115761847,Wheat Straw Wheat Chaff
Blackgram,2.0403609278136887,0.3203127766460556,1.9559862381501283,23.71790803085296,75.72183786523307,6.7,156.09775459892788,Blackgram Straw Blackgram Waste
Maize,1.6360551230551859,0.2360479337398136,1.7381930503353806,22.493200096796915,76.82971735112358,7.1,208.8053973663919,Corn Stover Corn Cobs Corn Leaves
Wheat,2.2866643776136657,0.2880779671417151,1.7447975506348983,20.465846976853815,71.84401699637228,6.0,136.45795816094562,Wheat Straw Wheat Chaff
Papaya,1.4117146697604406,0.26733479791692316,1.4472025604456407,27.11224088239317,79.47957672624187,6.4,223.51448403815874,Papaya Leaves Papaya Fruit Waste
Papaya,1.6222846765151169,0.3014073842897181,1.0930893046559065,27.6603113842721,76.03503490189115,6.8,211.50736737439638,Papaya Leaves Papaya Fruit Waste
Pomegranate,1.3094988698917052,0.12936924340018047,1.103849002918186,26.492958422632555,66.9915717413544,7.7,175.20968531822973,Pomegranate Peel Pomegranate Waste
Wheat,1.9460614466636639,0.325793100223463,2.15994452149673,19.67192078047767,72.05553875943536,6.5,165.05010774518132,Wheat Straw Wheat Chaff
Cotton,2.2245133243465696,0.4456984826233007,1.6317595499802058,24.838858466339307,82.18353703065806,6.0,192.71680158788334,Cotton Stalks Cottonseed Hulls
Maize,1.7708036855163594,0.11295080530168969,2.0179781240328953,23.94172737435376,75.78010936096386,6.8,224.20183691503772,Corn Stover Corn Cobs Corn Leaves
Wheat,2.257951464383771,0.21673679673306423,1.6499366662889914,19.622750272314125,72.99436080775158,5.9,157.3453712006783,Wheat Straw Wheat Chaff
Cotton,1.777637680341668,0.33194004461973153,1.2162917462966967,23.826804870767383,87.98561402062391,5.8,175.40914039309328,Cotton Stalks Cottonseed Hulls
Jute,2.5510977161017423,0.10866411964342655,1.9646760761579523,21.087424298412728,81.06747688267401,7.2,184.52783388838577,Jute Stems Jute Waste
Pomegranate,1.3732353768866794,0.22247546886921882,1.4282601149283205,24.922516530459045,65.06686186182462,7.6,153.11492646942423,Pomegranate Peel Pomegranate Waste
Maize,1.841964119643162,0.2947490656478202,1.7993192760400158,22.9249743862905,84.75153920221055,6.8,198.59350469249935,Corn Stover Corn Cobs Corn Leaves
Apple,0.6732857659790065,0.22285078414614248,1.2762261306252598,19.403827465583646,65.32721343694654,6.7,163.48244958120978,Apple Waste Apple Leaves
Mango,1.5610111699313842,0.2342463824355031,1.404821562563583,29.20031659997094,81.92228842230195,6.6,237.2006272895797,Mango Leaves Mango Seed Husks
Chickpea,2.101312393790488,0.39874974793468954,2.1506779769896944,24.06102185889586,75.76694261184434,6.1,185.85965564862687,Chickpea Stalks Chickpea Hulls
Watermelon,1.0089256713928498,0.3353281897399943,1.2916860553958807,20.533302302747863,84.91486544579281,6.6,198.97034911007339,Watermelon Rinds Watermelon Waste
Lentil,1.9780730764122074,0.2610613361654669,1.261885070426249,24.81621891018678,75.37009607893185,5.8,159.93556452157034,Lentil Straw Lentil Hulls
Banana,1.6640343954415,0.15892931021104978,0.7846718435492566,26.553323351402835,77.07092883041766,6.4,215.88889683271486,Banana Leaves Banana Pseudostems
